id,customer_text,brand_text,auto_intent,auto_confidence,auto_decision,auto_reason,human_intent,human_decision,human_reason,notes
88,@115888 is doing a great job at deleting my downloaded music/podcasts each week! Straight killin' it.,@533553 Hey Taylor! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /CO,general_complaint_feedback,0.85,auto_handle,Standard general complaint feedback inquiry with adequate grounding (strong).,,,,
89,@SpotifyCares do you actually understand? doing customer support of twitter only makes ppl like you if they feel that they won’t be ignored. if you’re working on new functionality for press &amp; hold why take it out before you have the new functionality in there?,"@451289 Sorry you feel that way. We don't have any additional info to share about this right now, but rest assured we're passing on all comments about this to the right team /NQ",general_complaint_feedback,0.72,auto_handle,Standard general complaint feedback inquiry with adequate grounding (strong).,,,,
90,"I'm extremely upset about this &amp; will now be returning to Limewire. So great job, @115888. You turned me from the 'ethical' way after all",@476231 1: Hey! Sorry to hear you feel that way. There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info...,general_complaint_feedback,0.75,auto_handle,Standard general complaint feedback inquiry with adequate grounding (strong).,,,,
91,"@SpotifyCares hey, moving to uk from canada, cancelling my b.a here and would like to know best way to keep my spotify before transfering payment to uk b.a? Or do i need to cancel my membership? Help!",@760223 Hi Jess! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,account_login_access,0.72,auto_handle,Standard account login access inquiry with adequate grounding (moderate).,,,,
92,@115888 I’m paying for a premium account but cannot log in how can I cancel payments,@132788 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,account_login_access,0.72,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
93,@SpotifyCares I have no access to my email or Facebook I created an account with and I need to fix this. Cancel it and make a new one?,@196647 Hey! We've just sent a DM your way. Let's carry on chatting there /JU,account_login_access,0.92,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
94,@115888 My personal information is in danger and I need to cancel my account.  Please help.,@239115 Hey! We’re sorry to hear that. Check out https://t.co/iVpg60w61i for what to do next /RA,account_login_access,0.78,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
95,@115888 and I know it's not actually a wrong password because again it works on my desktop. About to cancel and go to Google music,@339681 2: everytime you try to log in? We'll figure out what's going on backstage /RR https://t.co/ldFdZR1cbT,account_login_access,0.78,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
96,"@SpotifyCares cancelled my facebook account which was linked to my spotify account; If I can no longer access it, how can I cancel my spotify account to create a new one?","@288460 Hey Carlos, help's arrived! Can you shoot us a DM with your account's username and email address? We'll check things out for you 🔍 /AV https://t.co/ldFdZRiNAt",account_login_access,0.85,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
97,@SpotifyCares I just joined Spotify and have had a ton of issues. Your website contact us is also broken. I need help or I'm about to cancel,"@586948 Hi Marina! Don't worry, we'll be happy to help you here. Can you tell us more about what's happening? We'll take a closer look /XF",account_login_access,0.62,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
98,@117153 Web bronzer log in circle or can'T find the page. I am not the only one https://t.co/G1TTmWoI5M  I will ask a refund,"@599556 Hey, that doesn't sound right. Can you try accessing the site using a private or incognito window? Let us know how everything goes /JE",account_login_access,0.72,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
99,"No matter how many times I change my Facebook and Spotify passwords, my @115888 account keeps getting hacked and I have no idea what else to do. I’ve had to cancel premium to avoid potential credit theft... I’m at a loss.",@686489 Hey Jessica! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /NS,account_login_access,0.85,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
100,@SpotifyCares help! My friends account was hacked and a new email was created. She can’t cancel her subscription and is being charged.,"@573179 Hey Thomas, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /AR",account_login_access,0.92,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
101,@SpotifyCares I cannot log into my account. Unfortunately the email address I signed up with is no longer a working email address. How Can I cancel my subscription?,@393492 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /TJ,account_login_access,0.85,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
102,"@115888 can you help, my 12 yr old signed up for free trial and can’t remember emails or password to cancel?",@643702 Hey! Can you send us any email addresses or usernames that may have been used to create the account via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,account_login_access,0.85,escalate,Retrieval grounding is weak or lacks relevant historical precedents; requires human assistance to avoid inaccurate resolution.,,,,
103,"@SpotifyCares Please cancel my account immediately. I am unable to do so because my account has been hacked on my (oem) android and the email and password have changed.

Dm has been sent with no reply yet.

Thanks.",@235204 Hey there! We've just sent you a DM /NS,account_login_access,0.92,escalate,Customer indicated high urgency.,,,,
104,"@SpotifyCares hey can someone please contact me, i am paying for priemum and not able to us it i want to cancel but i can't sign in eather email me at this email asap __email__",@664581 Hi Lynda! We've just sent a DM your way. Let's carry on chatting there /GS,account_login_access,0.75,escalate,Customer indicated high urgency.,,,,
105,@SpotifyCares Pls help. I cant log in so that i cant cancel my subscription. My email is __email__,"@376644 Hi, we've just replied to your DMs. We'll carry on chatting there /SY",account_login_access,0.85,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
106,"It is crazy how @115888 is absolutely clueless when it comes to protecting accounts. For the 3rd time, someone is accessing my premium account, I reset everything passwords, emails, etc. It is still going on. My only choice: cancel everything and go to @1122","@718650 Hey, sorry to hear this! We'd suggest checking out https://t.co/QHn3ok8y2n for what to do next /RH",account_login_access,0.87,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
107,"@SpotifyCares Hi, I can't login on android. App keeps telling me the device is offline. When I press""connect"", nothing happens. Please help",@191231 Hi there! Help's here. Can you try restarting your device to see if it makes a difference? Keep us posted /MU,account_login_access,0.75,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
108,"@115888  i Hawe Techincal problems with  login  on app 4G network fine  - press  connect via Facebook - countinued and  showing black screen and nothing happens...

Any Solutions  or tehnical problems  your side.
 Phone works fine.All workings only this problem.","@688875 Hi there! Can you let us know the device you're using, its operating system, and Spotify version? We'll see what we can suggest /NY",account_login_access,0.85,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
109,"@SpotifyCares @SpotifyCares no error messages, it just literally won’t even let me press the log in button or the sign up for a new account button either!",@668991 That's strange. Does restarting your app and your device help? /CH,account_login_access,0.92,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
110,@115888 your api with Facebook is not working. You still have my old email address while I changed it month ago within Facebook. How can I change my email ?,@643701 Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,account_login_access,0.92,escalate,Retrieval grounding is weak or lacks relevant historical precedents; requires human assistance to avoid inaccurate resolution.,,,,
111,@SpotifyCares I can’t login. When I press the login button it just doesn’t do anything. - iOS App,@399662 Hi there! Help's here. Can you try restarting your device to see if it makes a difference? Keep us posted /MU,account_login_access,0.92,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
112,@SpotifyCares It works now however when I tried again (the working time) it pushed several empty “Log In” titled pages and I had to press “Back” several times to get to the two buttons again so I could press Log In again and then it worked.,"@196732 Hmm. Let's try to refresh your app. Can you log out, restart your device, and then log back in? Let us know how it goes /LO",account_login_access,0.85,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
113,"@115888 Screen says ""create account"" or ""log in"". I press log in. Screen never progresses and just loads forever. Have tried on multiple days, and have uninstalled and reinstalled. Have tried in safari, same problem. Please reimburse my membership and help me to log in.",@644408 Hi Hennessy! We just dropped you a DM. Let's carry on chatting there /CP,account_login_access,0.92,escalate,Retrieval grounding is weak or lacks relevant historical precedents; requires human assistance to avoid inaccurate resolution.,,,,
114,"@SpotifyCares Hello , I just invited someone to my family account and they keep getting an error 600",@378058 We've just sent you a bit more info over DM. We'll carry on helping out there /GS,account_login_access,0.78,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
115,i get kicked from my spotify family members after a week please help @SpotifyCares,@541168 Hey there! Can you send us your username and the Family plan owner's email address? We'll take a look backstage /LO,account_login_access,0.72,auto_handle,Standard account login access inquiry with adequate grounding (strong).,,,,
116,@SpotifyCares if I cancel my premium account will I still have all of my playlists? Will renew in a month,@506400 2: More info here: https://t.co/MInQRSMgzZ. Hope this clears things up /RC,feature_content_question,0.75,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
117,"""The song is already in your playlist.""

""Add anyways""
""Skip duplicate""

Instinctively clicked the left button to cancel, but here, cancel was the primary button. I feel like that's not quite right? @115888 @89432 https://t.co/t4NKPcYF00","@662780 Hi there! Can you let us know your device's make/model, operating system, and Spotify version? We'll take a closer look /GT",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
118,"@115888 this new version of app on mobile is terrible, I cannot find my podcasts more, can I downgrade?","@814721 Hey there, that doesn't sound right. Can you tell us what device you're using? Also, does logging out of your account, restarting your device, and logging back in help at all? Let us know how that goes /TF",feature_content_question,0.72,escalate,Customer expressed high dissatisfaction.,,,,
119,@115888 How do I cancel share via Messages? No X button? No cancel? https://t.co/3u24BKau0G,"@516975 Hi there! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /NH",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
120,Hey @115888 - major downgrade in quality of music on #NewMusicFriday. What about segmenting by genre/style? So much cool stuff overlooked..,"@544053 Thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends, but we’ll pass on your suggestion /TB",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
121,"@SpotifyCares I'll be moving from USA to New Zealand next month, do I need to cancel my sub and get an NZ one, or will mine transfer?",@530178 Hey! We've just sent a DM your way. Let's carry on chatting there /AN,feature_content_question,0.82,escalate,Retrieval grounding is weak or lacks relevant historical precedents; requires human assistance to avoid inaccurate resolution.,,,,
122,@SpotifyCares if you cancel your subscription can you still listen to your downloaded playlists?,"@703177 Hey there! While your playlists will remain safely with us, offline tracks are a Premium feature. Hope that helps /NQ",feature_content_question,0.92,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
123,@115888 where tf is Super Slimey I’m boutta cancel my subscription I swear,@676394 Hey there! Is this what you're looking for: https://t.co/RqYePOitw0? /NS,feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
124,Is @115888 ever planning to release an app for LG webOS TVs or should I cancel my premium and go elsewhere?,"@372504 Hi! As we look to improve the overall Spotify experience, we are removing the app from LG TVs. More info here: https://t.co/D2p6hgpCoW /AU",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
125,it’s so annoying that i can’t hold down a song on spotify to hear a preview i want my mf money back😤😤😤,@446269 Hey there! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions 🙂 /GN,feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
126,@SpotifyCares Are you guys going to update the Spotify App on the iPhone X to fit the screen? I’m a premium user and right now it looks terrible on my X screen.. I’d hate to cancel my premium sub. And go to Apple Music because it looks way better. #WhatsTheDeal,"@637774 Hey Jomar. We're afraid we don't have any info to share right now. Hopefully it'll be updated soon! Any other questions, let us know /DR",feature_content_question,0.72,escalate,Customer expressed high dissatisfaction.,,,,
127,@115888 where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,@285879 1: Hey there! We don't have the app for the Apple Watch yet. Check out the official idea and add your vote to...,feature_content_question,0.82,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
128,"@SpotifyCares are you working on an apple watch app, and what is your estimated release date? Might cancel subscription for apple music",@346335 Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /GU,feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
129,"@115888 
Hey There,
If you pay for Spotify can you cancel at anytime?","@562227 Hey! No worries, you can cancel anytime by heading to https://t.co/Q1zNbUXR4q. Let us know if you need a hand, we'd be happy to help /NQ",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
130,@SpotifyCares any plans to change Spotify Family to make it possible to share with family members I don't live with? I don't want to unsubscribe but the policy is bonkers.,"@253025 Hey! Currently, all members of a Premium for Family plan must reside at the same address. Rest assured, your feedback will be passed on to the right folks /NQ",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
131,@SpotifyCares if I cancel my premium account will I still have all of my playlists? Will renew in a month,"@506400 1: Hey! No worries, all of your music will be safe and sound. You won't lose your playlists even when your account is on the Free service.",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
132,"It bothers me that @115888 doesn't have a button that will stop the automatically renewal of your subscription. I don't want to cancel and end now but I want it to not renew at the next billing cycle, you know.",@686683 2: email address or username? We'll take a look backstage /LO,feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
133,@115888 where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,@285879 2: let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /CP,feature_content_question,0.78,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
134,@115888 wish you would make it so you could cancel free trials in the app!!,@817385 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (moderate).,,,,
135,hey @115888 1. bring back hard press to preview 2. can we search for artists by city? 3. no i will not post this on ur message boards,"@553607 3: it there so you can get support from other fans to help make it happen: https://t.co/WgY7GXI7jf. Any questions, just give us a shout /GN",feature_content_question,0.72,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
136,"@115888 Hey, guys, some intern must have typed the name wrong or something... But the song’s title is actually “Fantastic BABY”, not BOY. 

Xoxo https://t.co/cbnEfCgVz1",@133315 Hey! The cavalry's here. Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll look under the hood /PK,feature_content_question,0.75,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
137,@SpotifyCares Long press feature: touch preview! Give us back the touch preview! https://t.co/uUWYKpXGmJ,"@312607 We hear you, Tom! Your feedback has been noted and passed onto the team /TB",feature_content_question,0.78,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
138,@SpotifyCares The IKON merch under the K-pop group's is from https://t.co/K18ymh9y8Z No songs are directly listed on Spotify from the linked artist.,"@357827 We'd like to check this out from our end. If you could fire over the link to that track, that'd be great /NS",feature_content_question,0.75,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
139,@SpotifyCares Why there is no more pre-hearing option on songs. Thing you could press the dots and hear a clip of that song?,@516624 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /RE,feature_content_question,0.85,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
140,"@115888 love this week's recommended music playlist, any buttons I can press on the app to ensure more of the same style next week?","@423773 2: In the meantime, just keep listening to your favorite artists. You’ll mainly hear tunes you already love /RB",feature_content_question,0.82,auto_handle,Standard feature content question inquiry with adequate grounding (strong).,,,,
141,@SpotifyCares It’s ok working now able to cancel thanks,@557209 Great! Glad to hear it's working now. Just give us a shout if you need help with anything else. We're just a tweet away /LM,other_uncategorized,0.75,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
142,"If  @115888  would contact me before I cancel their account, that'd be great.","@367915 Hey Blair! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /TB",other_uncategorized,0.85,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
143,I heard @115888 wants to cancel videos?? Please don't! Traffic Jams was dope! And I really want to see the @62966 one @473199,"@128214 Hey Peter! We don't have any info on this right now, but we'll be sure to announce any news at https://t.co/8zO4WCXX7C /MS",other_uncategorized,0.88,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
144,"@SpotifyCares Yes. It was one of the involuntary ones that you have the option of cancelling, but I didn’t cancel it.",@240996 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /KB,other_uncategorized,0.72,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
145,@SpotifyCares i sent a dm regarding my premium refund thing for family - thanks,@661142 We've just replied to your DM. Let's carry on chatting out there /MU,other_uncategorized,0.72,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
146,I don’t like how spaced out “cancel” is in the Spotify app @115888 please fix thanks love you https://t.co/lPZussuFi1,"@307169 Hey Sam! Thanks for the feedback - we'll pass it on. If there's anything else, just let us know /AP",other_uncategorized,0.85,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
147,@117168 @SpotifyCares please help me get a job at your NY office. Thanks!,"@373796 Hey there! For more information about jobs, head here: https://t.co/c1Z94oBFOl. Hope that helps /DF",other_uncategorized,0.98,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
148,FYI the Danish marketing intern forgot to replace [price] with the actual price 😂 @115888 https://t.co/mX6GaqqyGl,@776040 Hmm. Could you let us know the date when that ad was posted? /GT,other_uncategorized,0.92,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
149,FYI the Danish marketing intern forgot to replace [price] with the actual price 😂 @115888 https://t.co/mX6GaqqyGl,"@776040 Hi Michael, thanks for reaching out! Can you let us know which country you're in? Also, a link to that website will be very helpful. We'll take a closer look /GT",other_uncategorized,0.92,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
150,@117153 Is your API really slow today? Or have you changed something since Friday? OAuth callbacks are timing out. Trying to debug...,"@513755 Hey! This sounds like something for @405274. They should be able to help, don't worry 🙂 /L",other_uncategorized,0.92,escalate,Intent could not be categorized into known support workflows; routing to human agent.,,,,
